"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 29, 2020","3,981.64","3,974.22","3,983.06","3,974.22","-","0.19%"
"Jun 28, 2020","3,974.22","3,969.28","3,976.14","3,965.55","-","0.12%"
"Jun 25, 2020","3,969.28","3,964.83","3,970.22","3,964.83","-","0.11%"
"Jun 24, 2020","3,964.83","3,963.35","3,966.34","3,961.56","-","0.04%"
"Jun 23, 2020","3,963.35","3,962.04","3,965.26","3,960.97","-","0.03%"
"Jun 22, 2020","3,962.04","3,962.98","3,963.70","3,959.90","-","-0.02%"
"Jun 21, 2020","3,962.98","3,960.57","3,963.14","3,959.66","-","0.06%"
"Jun 18, 2020","3,960.57","3,961.90","3,961.90","3,958.16","-","-0.03%"
"Jun 17, 2020","3,961.90","3,960.65","3,963.92","3,958.33","-","0.03%"
"Jun 16, 2020","3,960.65","3,958.36","3,963.62","3,954.32","-","0.06%"
"Jun 15, 2020","3,958.36","3,964.28","3,964.28","3,957.92","-","-0.15%"
"Jun 14, 2020","3,964.28","3,967.31","3,971.13","3,962.93","-","-0.08%"
"Jun 11, 2020","3,967.31","3,968.26","3,969.47","3,963.62","-","0.01%"
"Jun 10, 2020","3,966.75","3,962.37","3,967.97","3,959.59","-","0.11%"
"Jun 09, 2020","3,962.37","3,956.10","3,962.37","3,956.10","-","0.16%"
"Jun 08, 2020","3,956.10","3,961.51","3,961.61","3,955.71","-","-0.14%"
"Jun 07, 2020","3,961.51","3,953.38","3,962.69","3,953.38","-","0.21%"
"Jun 04, 2020","3,953.38","3,963.40","3,963.40","3,952.47","-","-0.25%"
"Jun 03, 2020","3,963.40","3,969.58","3,973.25","3,961.80","-","-0.16%"
"Jun 02, 2020","3,969.58","3,999.49","3,999.49","3,965.27","-","-0.75%"
"Jun 01, 2020","3,999.49","4,060.44","4,102.76","3,991.79","-","-1.50%"
"May 31, 2020","4,060.44","4,008.28","4,060.44","3,998.43","-","1.30%"
"Mar 29, 2020","4,008.28","4,008.28","4,008.28","4,008.28","-","0.00%"
"Mar 25, 2020","4,008.28","3,976.56","4,013.75","3,976.56","-","0.80%"
"Mar 24, 2020","3,976.56","3,984.75","3,985.72","3,962.76","-","-0.21%"
"Mar 23, 2020","3,984.75","3,960.17","3,987.17","3,960.17","-","0.62%"
"Mar 22, 2020","3,960.17","3,974.96","3,980.14","3,949.80","-","-0.37%"
"Mar 19, 2020","3,974.96","3,603.95","3,976.23","3,603.95","-","10.29%"
"Mar 18, 2020","3,603.95","3,838.84","3,844.63","3,593.15","-","-4.47%"
"Mar 16, 2020","3,772.55","3,969.31","4,028.58","3,760.39","-","-4.96%"
"Mar 15, 2020","3,969.31","4,129.96","4,129.96","3,897.62","-","-3.89%"
"Mar 12, 2020","4,129.96","4,231.48","4,238.06","4,105.97","-","-2.40%"
"Mar 11, 2020","4,231.48","4,156.32","4,254.08","4,156.32","-","1.81%"
"Mar 10, 2020","4,156.32","4,008.05","4,167.85","4,002.11","-","3.70%"
"Mar 09, 2020","4,008.05","4,287.38","4,287.38","3,998.39","-","-6.52%"
"Mar 08, 2020","4,287.38","4,384.48","4,393.78","4,283.05","-","-2.21%"
"Mar 05, 2020","4,384.48","4,409.62","4,425.73","4,378.18","-","-0.57%"
"Mar 04, 2020","4,409.62","4,466.07","4,511.25","4,407.18","-","-1.26%"
"Mar 03, 2020","4,466.07","4,434.81","4,508.00","4,434.81","-","0.70%"
"Mar 02, 2020","4,434.81","4,409.91","4,460.06","4,387.81","-","0.56%"
"Mar 01, 2020","4,409.91","4,480.22","4,483.31","4,372.75","-","-1.57%"
"Feb 27, 2020","4,480.22","4,549.11","4,575.85","4,476.50","-","-1.51%"
"Feb 26, 2020","4,549.11","4,621.19","4,643.90","4,541.04","-","-1.56%"
"Feb 25, 2020","4,621.19","4,650.89","4,662.64","4,612.38","-","-0.64%"
"Feb 24, 2020","4,650.89","4,698.89","4,708.58","4,647.37","-","-1.02%"
"Feb 23, 2020","4,698.89","4,698.89","4,698.89","4,698.89","-","-0.72%"
"Feb 20, 2020","4,733.14","4,758.00","4,784.14","4,729.31","-","-0.52%"
"Feb 19, 2020","4,758.00","4,740.40","4,777.98","4,705.82","-","0.37%"
"Feb 18, 2020","4,740.40","4,768.13","4,826.57","4,732.17","-","-0.58%"
"Feb 17, 2020","4,768.13","4,734.15","4,776.87","4,705.12","-","0.72%"
"Feb 16, 2020","4,734.15","4,564.61","4,742.71","4,564.61","-","3.71%"
"Feb 13, 2020","4,564.61","4,480.83","4,569.72","4,480.83","-","1.87%"
"Feb 12, 2020","4,480.83","4,471.51","4,506.71","4,470.92","-","0.21%"
"Feb 11, 2020","4,471.51","4,385.54","4,492.26","4,385.54","-","1.96%"
"Feb 10, 2020","4,385.54","4,388.75","4,421.40","4,374.67","-","-0.07%"
"Feb 09, 2020","4,388.75","4,452.96","4,462.10","4,384.36","-","-1.44%"
"Feb 06, 2020","4,452.96","4,465.89","4,477.49","4,447.55","-","-0.29%"
"Feb 05, 2020","4,465.89","4,479.40","4,483.35","4,443.74","-","-0.30%"
"Feb 04, 2020","4,479.40","4,506.87","4,526.95","4,473.74","-","-0.61%"
"Feb 03, 2020","4,506.87","4,481.51","4,511.44","4,481.51","-","0.57%"
"Feb 02, 2020","4,481.51","4,469.65","4,497.02","4,469.07","-","0.27%"
"Jan 30, 2020","4,469.65","4,481.79","4,497.83","4,457.77","-","-0.27%"
"Jan 29, 2020","4,481.79","4,510.77","4,528.67","4,478.33","-","-0.64%"
"Jan 28, 2020","4,510.77","4,493.01","4,515.37","4,484.69","-","0.40%"
"Jan 27, 2020","4,493.01","4,528.20","4,531.45","4,469.43","-","-0.78%"
"Jan 26, 2020","4,528.20","4,513.89","4,549.79","4,503.79","-","0.32%"
"Jan 23, 2020","4,513.89","4,440.29","4,519.84","4,440.29","-","1.66%"
"Jan 22, 2020","4,440.29","4,408.10","4,446.05","4,407.28","-","0.73%"
"Jan 21, 2020","4,408.10","4,434.24","4,445.86","4,380.76","-","-0.65%"
"Jan 20, 2020","4,436.79","4,382.06","4,467.52","4,382.06","-","1.25%"
"Jan 19, 2020","4,382.06","4,149.82","4,384.80","4,149.82","-","5.60%"
"Jan 16, 2020","4,149.82","4,068.20","4,161.75","4,066.64","-","2.01%"
"Jan 15, 2020","4,068.20","4,036.23","4,119.47","4,036.23","-","0.79%"
"Jan 14, 2020","4,036.23","4,123.48","4,123.87","4,009.70","-","-2.12%"
"Jan 13, 2020","4,123.48","4,212.44","4,217.49","4,111.61","-","-2.11%"
"Jan 12, 2020","4,212.44","4,197.39","4,241.73","4,197.39","-","0.36%"
"Jan 09, 2020","4,197.39","4,228.36","4,235.49","4,187.48","-","-0.73%"
"Jan 08, 2020","4,228.36","4,281.43","4,317.66","4,224.49","-","-1.24%"
"Jan 07, 2020","4,281.43","4,331.95","4,348.33","4,272.58","-","-1.17%"
"Jan 06, 2020","4,331.95","4,400.14","4,414.44","4,320.83","-","-1.55%"
"Jan 05, 2020","4,400.14","4,459.29","4,465.04","4,399.60","-","-1.33%"
"Jan 02, 2020","4,459.29","4,453.29","4,480.39","4,453.29","-","0.13%"
"Jan 01, 2020","4,453.29","4,453.29","4,453.29","4,453.29","-","0.01%"
"Dec 30, 2019","4,452.93","4,452.93","4,452.93","4,452.93","-","0.43%"
"Dec 29, 2019","4,433.94","4,433.94","4,433.94","4,433.94","-","0.34%"
"Dec 26, 2019","4,418.83","4,418.83","4,418.83","4,418.83","-","0.64%"
"Dec 24, 2019","4,390.67","4,390.67","4,390.67","4,390.67","-","-0.09%"
"Dec 23, 2019","4,394.44","4,394.44","4,394.44","4,394.44","-","-0.82%"
"Dec 22, 2019","4,430.95","4,430.95","4,430.95","4,430.95","-","-0.58%"
"Dec 19, 2019","4,456.83","4,456.83","4,456.83","4,456.83","-","0.88%"
"Dec 18, 2019","4,417.95","4,417.95","4,417.95","4,417.95","-","-0.04%"
"Dec 17, 2019","4,419.82","4,419.82","4,419.82","4,419.82","-","-1.75%"
"Dec 15, 2019","4,498.49","4,498.49","4,498.49","4,498.49","-","-0.35%"
"Dec 12, 2019","4,514.44","4,514.44","4,514.44","4,514.44","-","0.05%"
"Dec 11, 2019","4,512.39","4,512.39","4,512.39","4,512.39","-","0.12%"
"Dec 10, 2019","4,506.93","4,506.93","4,506.93","4,506.93","-","-0.59%"
"Dec 09, 2019","4,533.75","4,533.75","4,533.75","4,533.75","-","-1.35%"
"Dec 08, 2019","4,596.00","4,596.00","4,596.00","4,596.00","-","-1.61%"
"Dec 05, 2019","4,671.33","4,671.33","4,671.33","4,671.33","-","-0.67%"
"Dec 04, 2019","4,702.98","4,702.98","4,702.98","4,702.98","-","0.12%"
"Dec 03, 2019","4,697.35","4,697.35","4,697.35","4,697.35","-","-0.79%"
"Dec 02, 2019","4,734.59","4,734.59","4,734.59","4,734.59","-","-0.51%"
"Dec 01, 2019","4,758.81","4,758.81","4,758.81","4,758.81","-","0.58%"
"Nov 28, 2019","4,731.43","4,731.43","4,731.43","4,731.43","-","0.02%"
"Nov 27, 2019","4,730.34","4,730.34","4,730.34","4,730.34","-","0.17%"
"Nov 26, 2019","4,722.30","4,722.30","4,722.30","4,722.30","-","0.61%"
"Nov 25, 2019","4,693.62","4,693.62","4,693.62","4,693.62","-","0.11%"
"Nov 24, 2019","4,688.42","4,688.42","4,688.42","4,688.42","-","-0.39%"
"Nov 21, 2019","4,706.66","4,706.66","4,706.66","4,706.66","-","0.31%"
"Nov 20, 2019","4,691.93","4,691.93","4,691.93","4,691.93","-","-0.64%"
"Nov 19, 2019","4,722.37","4,722.37","4,722.37","4,722.37","-","0.01%"
"Nov 18, 2019","4,722.01","4,722.01","4,722.01","4,722.01","-","0.10%"
"Nov 17, 2019","4,717.39","4,717.39","4,717.39","4,717.39","-","0.15%"
"Nov 14, 2019","4,710.36","4,710.36","4,710.36","4,710.36","-","-0.57%"
"Nov 13, 2019","4,737.17","4,737.17","4,737.17","4,737.17","-","-0.88%"
"Nov 12, 2019","4,779.18","4,779.18","4,779.18","4,779.18","-","-0.05%"
"Nov 11, 2019","4,781.47","4,781.47","4,781.47","4,781.47","-","0.20%"
"Nov 07, 2019","4,771.91","4,771.91","4,771.91","4,771.91","-","0.36%"
"Nov 06, 2019","4,754.69","4,754.69","4,754.69","4,754.69","-","1.08%"
"Nov 05, 2019","4,703.70","4,703.70","4,703.70","4,703.70","-","0.54%"
"Nov 04, 2019","4,678.36","4,678.36","4,678.36","4,678.36","-","-0.72%"
"Nov 03, 2019","4,712.08","4,712.08","4,712.08","4,712.08","-","0.62%"
"Oct 31, 2019","4,682.90","4,682.90","4,682.90","4,682.90","-","-0.01%"
"Oct 30, 2019","4,683.20","4,683.20","4,683.20","4,683.20","-","0.27%"
"Oct 29, 2019","4,670.74","4,670.74","4,670.74","4,670.74","-","-0.61%"
"Oct 28, 2019","4,699.22","4,699.22","4,699.22","4,699.22","-","-1.12%"
"Oct 27, 2019","4,752.64","4,752.64","4,752.64","4,752.64","-","-0.41%"
"Oct 24, 2019","4,772.00","4,772.00","4,772.00","4,772.00","-","0.96%"
"Oct 23, 2019","4,726.62","4,726.62","4,726.62","4,726.62","-","0.38%"
"Oct 22, 2019","4,708.68","4,708.68","4,708.68","4,708.68","-","-1.11%"
"Oct 21, 2019","4,761.42","4,761.42","4,761.42","4,761.42","-","-0.43%"
"Oct 20, 2019","4,782.09","4,782.09","4,782.09","4,782.09","-","0.23%"
"Oct 17, 2019","4,770.99","4,770.99","4,770.99","4,770.99","-","-0.22%"
"Oct 16, 2019","4,781.62","4,781.62","4,781.62","4,781.62","-","-0.83%"
"Oct 15, 2019","4,821.64","4,821.64","4,821.64","4,821.64","-","2.34%"
"Oct 14, 2019","4,711.30","4,711.30","4,711.30","4,711.30","-","-1.06%"
"Oct 13, 2019","4,761.87","4,761.87","4,761.87","4,761.87","-","-1.00%"
"Oct 10, 2019","4,810.21","4,810.21","4,810.21","4,810.21","-","-1.07%"
"Oct 09, 2019","4,862.25","4,862.25","4,862.25","4,862.25","-","-0.66%"
"Oct 07, 2019","4,894.31","4,894.31","4,894.31","4,894.31","-","-0.45%"
"Oct 06, 2019","4,916.68","4,916.68","4,916.68","4,916.68","-","-0.43%"
"Oct 03, 2019","4,937.82","4,937.82","4,937.82","4,937.82","-","0.03%"
"Oct 02, 2019","4,936.37","4,936.37","4,936.37","4,936.37","-","-0.26%"
"Oct 01, 2019","4,949.39","4,949.39","4,949.39","4,949.39","-","0.04%"
"Sep 30, 2019","4,947.63","4,947.63","4,947.63","4,947.63","-","-0.56%"
"Sep 29, 2019","4,975.73","4,975.73","4,975.73","4,975.73","-","0.15%"
"Sep 26, 2019","4,968.46","4,968.46","4,968.46","4,968.46","-","0.34%"
"Sep 25, 2019","4,951.73","4,951.73","4,951.73","4,951.73","-","-0.14%"
"Sep 24, 2019","4,958.72","4,958.72","4,958.72","4,958.72","-","-0.83%"
"Sep 23, 2019","5,000.23","5,000.23","5,000.23","5,000.23","-","1.61%"
"Sep 22, 2019","4,920.96","4,920.96","4,920.96","4,920.96","-","1.34%"
"Sep 19, 2019","4,855.98","4,855.98","4,855.98","4,855.98","-","-0.66%"
"Sep 18, 2019","4,888.01","4,888.01","4,888.01","4,888.01","-","-0.83%"
"Sep 17, 2019","4,928.98","4,928.98","4,928.98","4,928.98","-","-0.62%"
"Sep 16, 2019","4,959.73","4,959.73","4,959.73","4,959.73","-","0.35%"
"Sep 15, 2019","4,942.23","4,942.23","4,942.23","4,942.23","-","0.17%"
"Sep 12, 2019","4,933.89","4,933.89","4,933.89","4,933.89","-","0.01%"
"Sep 11, 2019","4,933.17","4,933.17","4,933.17","4,933.17","-","-1.51%"
"Sep 09, 2019","5,008.96","5,008.96","5,008.96","5,008.96","-","-0.49%"
"Sep 08, 2019","5,033.79","5,033.79","5,033.79","5,033.79","-","0.41%"
"Sep 05, 2019","5,013.01","5,013.01","5,013.01","5,013.01","-","0.53%"
"Sep 04, 2019","4,986.37","4,986.37","4,986.37","4,986.37","-","-0.41%"
"Sep 03, 2019","5,007.05","5,007.05","5,007.05","5,007.05","-","-0.53%"
"Sep 02, 2019","5,033.53","5,033.53","5,033.53","5,033.53","-","-0.73%"
"Sep 01, 2019","5,070.68","5,070.68","5,070.68","5,070.68","-","-0.49%"
"Aug 29, 2019","5,095.77","5,095.77","5,095.77","5,095.77","-","-0.86%"
"Aug 28, 2019","5,139.99","5,139.99","5,139.99","5,139.99","-","-0.75%"
"Aug 27, 2019","5,178.70","5,178.70","5,178.70","5,178.70","-","0.25%"
"Aug 26, 2019","5,165.76","5,165.76","5,165.76","5,165.76","-","-1.11%"
"Aug 25, 2019","5,223.72","5,223.72","5,223.72","5,223.72","-","-0.25%"
"Aug 22, 2019","5,236.85","5,236.85","5,236.85","5,236.85","-","0.26%"
"Aug 21, 2019","5,223.41","5,223.41","5,223.41","5,223.41","-","-0.08%"
"Aug 20, 2019","5,227.49","5,227.49","5,227.49","5,227.49","-","0.00%"
"Aug 19, 2019","5,227.26","5,227.26","5,227.26","5,227.26","-","0.21%"
"Aug 18, 2019","5,216.53","5,216.53","5,216.53","5,216.53","-","0.29%"
"Aug 08, 2019","5,201.42","5,201.42","5,201.42","5,201.42","-","0.27%"
"Aug 07, 2019","5,187.20","5,187.20","5,187.20","5,187.20","-","-0.00%"
"Aug 06, 2019","5,187.29","5,187.29","5,187.29","5,187.29","-","0.52%"
"Aug 05, 2019","5,160.37","5,160.37","5,160.37","5,160.37","-","-0.24%"
"Aug 04, 2019","5,172.86","5,172.86","5,172.86","5,172.86","-","0.06%"
"Aug 01, 2019","5,169.73","5,169.73","5,169.73","5,169.73","-","0.60%"
"Jul 31, 2019","5,138.79","5,138.79","5,138.79","5,138.79","-","0.27%"
"Jul 30, 2019","5,125.02","5,125.02","5,125.02","5,125.02","-","-0.69%"
"Jul 29, 2019","5,160.74","5,160.74","5,160.74","5,160.74","-","0.52%"
"Jul 28, 2019","5,133.93","5,133.93","5,133.93","5,133.93","-","0.01%"
"Jul 25, 2019","5,133.25","5,133.25","5,133.25","5,133.25","-","1.10%"
"Jul 24, 2019","5,077.28","5,077.28","5,077.28","5,077.28","-","-0.01%"
"Jul 23, 2019","5,077.75","5,077.75","5,077.75","5,077.75","-","2.24%"
"Jul 22, 2019","4,966.44","4,966.44","4,966.44","4,966.44","-","-1.34%"
"Jul 21, 2019","5,033.74","5,033.74","5,033.74","5,033.74","-","-1.89%"
"Jul 18, 2019","5,130.69","5,130.69","5,130.69","5,130.69","-","-0.05%"
"Jul 17, 2019","5,133.13","5,133.13","5,133.13","5,133.13","-","0.17%"
"Jul 16, 2019","5,124.44","5,124.44","5,124.44","5,124.44","-","0.65%"
"Jul 15, 2019","5,091.48","5,091.48","5,091.48","5,091.48","-","-1.70%"
"Jul 14, 2019","5,179.49","5,179.49","5,179.49","5,179.49","-","-0.82%"
"Jul 11, 2019","5,222.30","5,222.30","5,222.30","5,222.30","-","-0.16%"
"Jul 10, 2019","5,230.63","5,230.63","5,230.63","5,230.63","-","-0.94%"
"Jul 09, 2019","5,280.04","5,280.04","5,280.04","5,280.04","-","-0.73%"
"Jul 08, 2019","5,318.61","5,318.61","5,318.61","5,318.61","-","-0.27%"
"Jul 07, 2019","5,333.08","5,333.08","5,333.08","5,333.08","-","-0.89%"
"Jul 04, 2019","5,380.79","5,380.79","5,380.79","5,380.79","-","0.16%"
"Jul 03, 2019","5,372.21","5,372.21","5,372.21","5,372.21","-","-0.24%"
"Jul 02, 2019","5,384.92","5,384.92","5,384.92","5,384.92","-","-0.68%"
"Jun 30, 2019","5,421.62","5,421.62","5,421.62","5,421.62","-","-0.16%"
"Jun 27, 2019","5,430.04","5,430.04","5,430.04","5,430.04","-","0.36%"
"Jun 26, 2019","5,410.70","5,410.70","5,410.70","5,410.70","-","0.55%"
"Jun 25, 2019","5,380.96","5,380.96","5,380.96","5,380.96","-","-0.11%"
"Jun 24, 2019","5,386.87","5,386.87","5,386.87","5,386.87","-","0.06%"
"Jun 23, 2019","5,383.89","5,383.89","5,383.89","5,383.89","-","-0.22%"
"Jun 20, 2019","5,395.62","5,395.62","5,395.62","5,395.62","-","-0.29%"
"Jun 19, 2019","5,411.40","5,411.40","5,411.40","5,411.40","-","0.21%"
"Jun 18, 2019","5,400.23","5,400.23","5,400.23","5,400.23","-","0.46%"
"Jun 17, 2019","5,375.29","5,375.29","5,375.29","5,375.29","-","-1.02%"
"Jun 16, 2019","5,430.83","5,430.83","5,430.83","5,430.83","-","-0.79%"
"Jun 13, 2019","5,474.30","5,474.30","5,474.30","5,474.30","-","0.09%"
"Jun 12, 2019","5,469.63","5,469.63","5,469.63","5,469.63","-","-0.12%"
"Jun 11, 2019","5,475.98","5,475.98","5,475.98","5,475.98","-","0.82%"
"Jun 10, 2019","5,431.59","5,431.59","5,431.59","5,431.59","-","0.53%"
"Jun 09, 2019","5,402.96","5,402.96","5,402.96","5,402.96","-","0.47%"
"May 30, 2019","5,377.74","5,377.74","5,377.74","5,377.74","-","0.44%"
"May 29, 2019","5,354.19","5,354.19","5,354.19","5,354.19","-","0.48%"
"May 28, 2019","5,328.76","5,328.76","5,328.76","5,328.76","-","1.43%"
"May 27, 2019","5,253.54","5,253.54","5,253.54","5,253.54","-","0.00%"
"May 26, 2019","5,253.32","5,253.32","5,253.32","5,253.32","-","0.05%"
"May 23, 2019","5,250.59","5,250.59","5,250.59","5,250.59","-","-0.01%"
"May 22, 2019","5,250.94","5,250.94","5,250.94","5,250.94","-","0.27%"
"May 21, 2019","5,236.84","5,236.84","5,236.84","5,236.84","-","-0.74%"
"May 20, 2019","5,276.14","5,276.14","5,276.14","5,276.14","-","-1.12%"
"May 19, 2019","5,335.70","5,335.70","5,335.70","5,335.70","-","2.01%"
"May 16, 2019","5,230.78","5,230.78","5,230.78","5,230.78","-","0.67%"
"May 15, 2019","5,196.03","5,196.03","5,196.03","5,196.03","-","-0.42%"
"May 14, 2019","5,217.91","5,217.91","5,217.91","5,217.91","-","-0.57%"
"May 13, 2019","5,247.82","5,247.82","5,247.82","5,247.82","-","-0.49%"
"May 12, 2019","5,273.92","5,273.92","5,273.92","5,273.92","-","-0.04%"
"May 09, 2019","5,275.83","5,275.83","5,275.83","5,275.83","-","0.07%"
"May 08, 2019","5,272.38","5,272.38","5,272.38","5,272.38","-","-0.33%"
"May 07, 2019","5,289.99","5,289.99","5,289.99","5,289.99","-","-0.98%"
"May 06, 2019","5,342.08","5,342.08","5,342.08","5,342.08","-","-0.98%"
"May 05, 2019","5,394.90","5,394.90","5,394.90","5,394.90","-","2.05%"
"May 02, 2019","5,286.75","5,286.75","5,286.75","5,286.75","-","1.61%"
"Apr 30, 2019","5,202.85","5,202.85","5,202.85","5,202.85","-","0.53%"
"Apr 29, 2019","5,175.46","5,175.46","5,175.46","5,175.46","-","-1.20%"
"Apr 28, 2019","5,238.19","5,238.19","5,238.19","5,238.19","-","-0.53%"
"Apr 25, 2019","5,266.17","5,266.17","5,266.17","5,266.17","-","0.49%"
"Apr 24, 2019","5,240.36","5,240.36","5,240.36","5,240.36","-","-0.39%"
"Apr 23, 2019","5,260.85","5,260.85","5,260.85","5,260.85","-","-1.18%"
"Apr 21, 2019","5,323.73","5,323.73","5,323.73","5,323.73","-","0.04%"
"Apr 18, 2019","5,321.41","5,321.41","5,321.41","5,321.41","-","1.18%"
"Apr 17, 2019","5,259.41","5,259.41","5,259.41","5,259.41","-","0.20%"
"Apr 16, 2019","5,248.91","5,248.91","5,248.91","5,248.91","-","-1.14%"
"Apr 15, 2019","5,309.47","5,309.47","5,309.47","5,309.47","-","-0.32%"
"Apr 11, 2019","5,326.39","5,326.39","5,326.39","5,326.39","-","1.23%"
"Apr 10, 2019","5,261.60","5,261.60","5,261.60","5,261.60","-","-1.07%"
"Apr 09, 2019","5,318.75","5,318.75","5,318.75","5,318.75","-","-1.00%"
"Apr 08, 2019","5,372.23","5,372.23","5,372.23","5,372.23","-","-1.13%"
"Apr 07, 2019","5,433.89","5,433.89","5,433.89","5,433.89","-","-0.48%"
"Apr 04, 2019","5,459.91","5,459.91","5,459.91","5,459.91","-","0.14%"
"Apr 03, 2019","5,452.19","5,452.19","5,452.19","5,452.19","-","-1.27%"
"Apr 02, 2019","5,522.17","5,522.17","5,522.17","5,522.17","-","0.35%"
"Apr 01, 2019","5,503.08","5,503.08","5,503.08","5,503.08","-","0.20%"
"Mar 31, 2019","5,491.90","5,491.90","5,491.90","5,491.90","-","-0.25%"
"Mar 28, 2019","5,505.49","5,505.49","5,505.49","5,505.49","-","0.05%"
"Mar 27, 2019","5,502.48","5,502.48","5,502.48","5,502.48","-","-0.50%"
"Mar 25, 2019","5,530.07","5,530.07","5,530.07","5,530.07","-","0.33%"
"Mar 24, 2019","5,512.07","5,512.07","5,512.07","5,512.07","-","-1.04%"
"Mar 21, 2019","5,570.15","5,570.15","5,570.15","5,570.15","-","-0.54%"
"Mar 20, 2019","5,600.55","5,600.55","5,600.55","5,600.55","-","-0.55%"
"Mar 19, 2019","5,631.29","5,631.29","5,631.29","5,631.29","-","0.47%"
"Mar 18, 2019","5,604.90","5,604.90","5,604.90","5,604.90","-","-0.90%"
"Mar 14, 2019","5,655.81","5,655.81","5,655.81","5,655.81","-","0.05%"
"Mar 13, 2019","5,653.21","5,653.21","5,653.21","5,653.21","-","-0.51%"
"Mar 12, 2019","5,682.43","5,682.43","5,682.43","5,682.43","-","-0.15%"
"Mar 11, 2019","5,690.82","5,690.82","5,690.82","5,690.82","-","-0.34%"
"Mar 10, 2019","5,710.06","5,710.06","5,710.06","5,710.06","-","0.38%"
"Mar 07, 2019","5,688.45","5,688.45","5,688.45","5,688.45","-","0.04%"
"Mar 06, 2019","5,686.38","5,686.38","5,686.38","5,686.38","-","-0.02%"
"Mar 05, 2019","5,687.48","5,687.48","5,687.48","5,687.48","-","0.09%"
"Mar 04, 2019","5,682.41","5,682.41","5,682.41","5,682.41","-","-0.71%"
"Mar 03, 2019","5,723.07","5,723.07","5,723.07","5,723.07","-","0.20%"
"Feb 28, 2019","5,711.82","5,711.82","5,711.82","5,711.82","-","0.00%"
"Feb 27, 2019","5,711.82","5,711.82","5,711.82","5,711.82","-","-0.47%"
"Feb 26, 2019","5,738.64","5,738.64","5,738.64","5,738.64","-","-0.30%"
"Feb 25, 2019","5,755.79","5,755.79","5,755.79","5,755.79","-","0.73%"
"Feb 24, 2019","5,714.27","5,714.27","5,714.27","5,714.27","-","-0.55%"
"Feb 20, 2019","5,745.83","5,745.83","5,745.83","5,745.83","-","0.17%"
"Feb 19, 2019","5,735.92","5,735.92","5,735.92","5,735.92","-","0.20%"
"Feb 18, 2019","5,724.52","5,724.52","5,724.52","5,724.52","-","-0.89%"
"Feb 17, 2019","5,775.82","5,775.82","5,775.82","5,775.82","-","0.44%"
"Feb 14, 2019","5,750.29","5,750.29","5,750.29","5,750.29","-","0.03%"
"Feb 13, 2019","5,748.31","5,748.31","5,748.31","5,748.31","-","0.29%"
"Feb 12, 2019","5,731.95","5,731.95","5,731.95","5,731.95","-","-0.03%"
"Feb 11, 2019","5,733.91","5,733.91","5,733.91","5,733.91","-","-0.52%"
"Feb 10, 2019","5,763.73","5,763.73","5,763.73","5,763.73","-","-0.83%"
"Feb 07, 2019","5,811.92","5,811.92","5,811.92","5,811.92","-","0.45%"
"Feb 06, 2019","5,786.00","5,786.00","5,786.00","5,786.00","-","-0.25%"
"Feb 05, 2019","5,800.24","5,800.24","5,800.24","5,800.24","-","-0.48%"
"Feb 04, 2019","5,828.07","5,828.07","5,828.07","5,828.07","-","0.46%"
"Feb 03, 2019","5,801.33","5,801.33","5,801.33","5,801.33","-","-0.34%"
"Jan 31, 2019","5,821.01","5,821.01","5,821.01","5,821.01","-","-1.07%"
"Jan 30, 2019","5,884.11","5,884.11","5,884.11","5,884.11","-","-0.68%"
"Jan 29, 2019","5,924.53","5,924.53","5,924.53","5,924.53","-","0.34%"
"Jan 28, 2019","5,904.22","5,904.22","5,904.22","5,904.22","-","-0.59%"
"Jan 27, 2019","5,939.45","5,939.45","5,939.45","5,939.45","-","-0.18%"
"Jan 24, 2019","5,950.01","5,950.01","5,950.01","5,950.01","-","0.42%"
"Jan 23, 2019","5,925.24","5,925.24","5,925.24","5,925.24","-","1.02%"
"Jan 22, 2019","5,865.46","5,865.46","5,865.46","5,865.46","-","0.11%"
"Jan 21, 2019","5,859.30","5,859.30","5,859.30","5,859.30","-","-0.48%"
"Jan 20, 2019","5,887.27","5,887.27","5,887.27","5,887.27","-","1.06%"
"Jan 17, 2019","5,825.57","5,825.57","5,825.57","5,825.57","-","-0.24%"
"Jan 16, 2019","5,839.48","5,839.48","5,839.48","5,839.48","-","-0.41%"
"Jan 15, 2019","5,863.27","5,863.27","5,863.27","5,863.27","-","0.46%"
"Jan 14, 2019","5,836.23","5,836.23","5,836.23","5,836.23","-","-0.41%"
"Jan 13, 2019","5,860.21","5,860.21","5,860.21","5,860.21","-","1.09%"
"Jan 10, 2019","5,797.30","5,797.30","5,797.30","5,797.30","-","-0.02%"
"Jan 09, 2019","5,798.59","5,798.59","5,798.59","5,798.59","-","0.48%"
"Jan 08, 2019","5,770.77","5,770.77","5,770.77","5,770.77","-","2.04%"
"Jan 07, 2019","5,655.18","5,655.18","5,655.18","5,655.18","-","-0.56%"
"Jan 06, 2019","5,687.00","5,687.00","5,687.00","5,687.00","-","1.73%"
"Jan 03, 2019","5,590.47","5,590.47","5,590.47","5,590.47","-","1.71%"
"Jan 02, 2019","5,496.43","5,496.43","5,496.43","5,496.43","-","0.57%"
"Jan 01, 2019","5,465.25","5,465.25","5,465.25","5,465.25","-","1.48%"
"Dec 27, 2018","5,385.64","5,385.64","5,385.64","5,385.64","-","0.68%"
